player_id,name,archetype,is_trap,usage,efficiency,three_pt,playmaking,ball_security,defense,age_drift,ti_raw,ti,sv_interior,sv_three,play_comp,defense_comp,tov_comp
1033,Evan Oakes,sharpshooter,0,41.5,55.7,94.5,37.8,61.8,47.8,1.08,9.24,9.98,0.25,0.76,1.43,2.29,2.09
1034,Trey Flowers,elite_defender,0,34.4,69.9,48.6,28.9,82.1,88.6,1.0,12.28,12.28,0.78,0.33,0.73,5.26,1.5
1035,Nolan Hail,floor_general,0,37.8,64.4,62.2,88.4,83.9,57.0,0.96,12.44,11.94,0.6,0.46,4.41,1.86,1.54
1036,Pierce Quill,two_way_wing,0,48.7,56.0,49.8,51.1,55.1,82.6,1.0,10.0,10.0,0.28,0.46,1.87,3.45,2.49
1037,Grant Vickers,journeyman,0,33.5,45.2,39.0,27.2,47.2,61.4,1.04,8.62,8.97,-0.24,0.26,0.7,3.96,2.08
1038,Aaron Kane,journeyman,0,48.5,49.9,44.3,47.5,59.8,59.7,1.0,8.61,8.61,-0.06,0.4,2.5,1.93,2.36
1039,Reggie Vann,journeyman,0,50.7,52.1,39.0,40.6,45.8,36.8,0.92,7.32,6.74,0.06,0.37,1.52,1.92,2.8
1040,Gideon Pryor,elite_defender,0,24.8,63.3,47.1,33.1,72.6,90.0,1.0,11.78,11.78,0.4,0.25,0.82,5.33,1.41
1041,Warren Ibarra,sharpshooter,0,41.5,63.1,85.0,35.5,61.0,51.4,1.0,9.61,9.61,0.6,0.68,1.94,1.73,2.11
1042,Rashad Abernathy,journeyman,0,41.9,48.3,42.0,26.2,64.6,58.0,1.0,7.96,7.96,-0.13,0.34,1.05,2.62,2.04
1043,Jaxon Langford,two_way_wing,0,49.4,62.5,55.8,52.1,57.0,69.2,0.96,10.29,9.88,0.64,0.52,1.9,3.0,2.46
1044,Isaiah Flowers,journeyman,0,42.2,56.8,28.0,33.6,41.5,64.3,1.0,9.19,9.19,0.28,0.23,0.83,4.1,2.55
1045,Goran Oyelaran,sharpshooter,0,48.2,65.7,76.3,33.0,74.3,33.0,1.0,9.51,9.51,0.82,0.69,1.82,1.27,2.0
1046,Marcus Draper,journeyman,0,34.2,55.5,38.3,36.1,52.8,56.1,0.96,9.29,8.92,0.18,0.26,0.88,3.7,2.01
1047,Luka Blackwood,journeyman,0,42.2,47.8,47.0,54.9,61.7,46.4,0.76,8.69,6.6,-0.16,0.38,2.84,1.6,2.11
1048,Kendall Everhart,sharpshooter,0,31.2,62.2,92.4,32.4,63.6,52.7,1.0,9.63,9.63,0.45,0.59,1.25,2.45,1.72
1049,Amari Ashford,sharpshooter,0,49.0,62.1,81.2,34.0,76.2,32.8,0.92,9.36,8.61,0.63,0.75,1.86,1.26,1.97
1050,Mekhi Holloway,two_way_wing,0,50.7,51.9,47.8,37.5,57.1,81.6,1.0,9.14,9.14,0.06,0.45,1.42,3.41,2.51
1051,Franz Hail,aging_legend,1,82.6,56.8,51.3,53.4,62.0,55.3,0.76,9.53,7.24,0.52,0.75,1.25,3.67,3.4
1052,Mekhi Draper,sharpshooter,0,45.1,60.0,79.3,35.8,79.6,51.2,1.0,9.74,9.74,0.48,0.68,1.95,1.72,1.79
1053,Felix Fairbanks,journeyman,0,41.1,56.6,36.0,48.5,45.0,61.9,0.92,9.58,8.81,0.26,0.29,1.14,3.98,2.42
1054,DeMarcus Blackwood,young_riser,0,56.4,47.7,61.8,41.3,67.0,68.9,1.12,8.84,9.9,-0.19,0.64,1.54,2.99,2.42
1055,Kobie Holloway,journeyman,0,46.7,51.6,58.8,58.5,61.1,60.5,0.66,9.89,6.53,0.04,0.52,1.35,3.92,2.27
1056,Hiro Ellington,journeyman,0,37.6,43.5,46.2,26.8,62.9,56.1,1.0,7.45,7.45,-0.33,0.34,1.53,1.84,1.94
1057,Nico Kovac,journeyman,0,55.6,43.1,25.9,58.0,50.7,44.3,0.66,7.03,4.64,-0.5,0.27,2.09,2.17,2.86
1058,Gustavo Osei,journeyman,0,50.3,52.0,27.2,39.6,47.5,59.3,1.0,8.57,8.57,0.05,0.26,0.96,3.86,2.74
1059,Hakeem Everhart,journeyman,0,42.9,47.7,39.7,34.7,51.6,45.7,0.92,7.39,6.8,-0.16,0.33,1.9,1.58,2.35
1060,Silas Dupree,rim_protector,0,26.9,70.5,8.6,34.9,59.1,93.4,1.0,11.82,11.82,0.65,0.05,0.86,5.5,1.65
1061,Xavier Vickers,elite_defender,0,31.9,62.6,28.5,36.4,89.6,87.7,0.88,10.69,9.4,0.45,0.19,1.38,3.62,1.33
1062,Miles Graves,two_way_wing,0,51.5,67.7,52.1,39.1,68.5,75.9,1.04,10.81,11.24,0.97,0.5,1.47,3.22,2.23
1063,Kwame Kane,journeyman,0,53.9,43.4,45.8,38.9,54.6,40.1,0.66,6.85,4.52,-0.45,0.46,2.09,1.44,2.68
1064,Kendall Kovac,rim_protector,0,23.8,56.7,11.8,27.2,66.2,83.4,0.92,10.61,9.76,0.17,0.06,0.7,5.02,1.46
1065,Otis Xiong,elite_defender,0,21.0,62.5,50.6,43.4,88.9,80.5,1.0,10.53,10.53,0.33,0.24,2.3,2.45,1.14
1066,Isaiah Vale,sharpshooter,0,42.9,69.0,82.4,31.3,74.6,44.5,1.04,10.08,10.48,0.91,0.68,1.22,2.18,1.85
1067,Grant Osei,sharpshooter,0,42.2,68.2,84.7,37.7,65.0,47.6,1.08,10.1,10.91,0.86,0.69,2.04,1.63,2.04
1068,Imani Tolliver,efficient_star,0,80.3,85.8,66.7,56.7,77.0,65.9,1.0,15.05,15.05,2.97,0.94,1.32,4.18,2.72
1069,Sergei Youngblood,elite_defender,0,24.5,58.7,29.5,42.7,82.8,88.2,1.04,10.58,11.0,0.24,0.16,1.59,3.63,1.28
1070,Kwame Vantersley,journeyman,0,56.5,57.2,46.1,30.8,47.1,49.5,1.0,8.55,8.55,0.39,0.48,0.77,3.39,2.99
1071,Ulysses Delacroix,elite_defender,0,34.3,62.3,27.8,26.8,72.0,88.9,1.0,9.55,9.55,0.46,0.19,1.53,2.66,1.68
1072,Elias Xanders,young_riser,0,53.6,54.3,41.6,42.3,49.3,65.2,1.04,8.6,8.94,0.19,0.41,1.58,2.87,2.82
1073,Aaron Winslow,young_riser,0,44.3,61.1,48.5,40.9,47.5,57.3,1.12,9.73,10.9,0.52,0.41,0.98,3.76,2.5
1074,Nolan Bright,aging_legend,1,71.3,65.4,53.9,60.2,57.4,42.3,0.56,10.24,5.74,1.11,0.69,3.09,1.5,3.21
1075,Trey Vann,elite_defender,0,25.5,56.8,26.8,43.1,79.5,87.4,1.0,10.4,10.4,0.18,0.15,1.6,3.61,1.34
1076,Rashad Kovac,sharpshooter,0,44.6,61.4,82.1,48.5,60.2,34.5,0.92,9.62,8.85,0.55,0.7,2.54,1.3,2.22
1077,Cole Graves,journeyman,0,47.3,44.3,29.6,37.7,60.5,60.7,0.96,8.37,8.04,-0.37,0.26,0.92,3.93,2.31
1078,Zion Delacroix,sharpshooter,0,37.5,67.1,87.7,33.9,72.3,51.5,0.88,10.16,8.94,0.73,0.65,1.3,2.41,1.76
1079,Jalen Everhart,two_way_wing,0,48.6,64.4,55.9,48.9,73.5,69.1,0.92,10.77,9.91,0.74,0.51,1.79,2.99,2.03
1080,Malik Abernathy,journeyman,0,30.2,56.0,46.5,58.7,63.5,45.9,1.0,9.64,9.64,0.19,0.29,1.36,3.22,1.7
1081,Gideon Fontaine,aging_legend,1,69.5,60.4,61.9,55.6,52.4,56.0,0.56,9.77,5.47,0.71,0.77,2.88,1.84,3.32
1082,Victor Jubilee,sharpshooter,0,46.2,62.5,77.2,49.0,74.1,43.5,1.08,10.22,11.04,0.62,0.68,2.57,1.53,1.95
1083,Devon Ibarra,journeyman,0,30.2,50.2,56.9,43.4,46.3,61.3,1.0,9.56,9.56,-0.02,0.35,1.04,3.96,1.96
1084,Kobie Godfrey,young_riser,0,58.1,44.7,44.8,42.7,60.7,53.2,1.12,7.52,8.42,-0.4,0.48,1.59,2.47,2.66
1085,Amari Godfrey,young_riser,0,57.3,59.7,40.2,57.6,65.9,55.5,1.08,10.08,10.89,0.54,0.42,1.33,3.68,2.47
1086,Lorenzo Ambrose,young_riser,0,48.3,44.9,54.5,49.6,52.4,68.1,1.08,8.47,9.15,-0.32,0.5,2.59,2.14,2.54
1087,Jonas Blackwood,elite_defender,0,30.5,69.1,36.1,29.4,84.9,88.9,1.0,10.88,10.88,0.68,0.23,1.15,3.66,1.37
1088,Tyrese Bright,floor_general,0,35.5,51.1,62.5,88.5,80.6,57.0,0.88,11.45,10.08,0.01,0.44,4.41,1.86,1.55
1089,Xavier Pemberton,two_way_wing,0,63.6,62.4,69.7,45.4,71.9,78.8,1.0,11.1,11.1,0.8,0.8,1.68,3.32,2.47
1090,Kenji Kessler,volume_trap,1,87.3,37.1,45.1,54.7,26.9,37.2,1.0,4.15,4.15,-1.27,0.69,2.83,1.37,5.12
1091,Isaiah Fontaine,elite_defender,0,28.1,64.5,36.1,30.1,89.5,84.5,1.0,11.67,11.67,0.47,0.21,0.76,5.07,1.26
1092,Hakeem Yates,rim_protector,0,35.4,58.2,15.8,19.5,57.2,79.0,1.0,10.01,10.01,0.29,0.11,0.53,4.81,1.97
1093,Jamal Zell,floor_general,0,43.1,63.7,48.2,92.8,74.9,47.0,1.0,12.02,12.02,0.63,0.4,4.61,1.61,1.85
1094,Lamar Pemberton,two_way_wing,0,64.3,57.8,59.5,39.7,73.1,82.7,0.92,10.38,9.55,0.49,0.69,1.49,3.45,2.45
1095,Theo Xanders,efficient_star,0,82.8,80.1,64.8,48.9,75.7,51.3,1.0,13.39,13.39,2.56,0.94,1.15,3.48,2.83
1096,Isaiah Osei,aging_legend,1,78.5,62.5,49.9,63.8,65.6,58.6,0.76,10.44,7.94,0.96,0.69,2.28,2.65,3.13
1097,Bo Lockhart,journeyman,0,48.3,39.6,49.1,38.6,69.4,35.0,1.0,7.24,7.24,-0.62,0.45,0.94,2.69,2.12
1098,Mateo Vann,elite_defender,0,30.6,58.8,25.3,28.0,87.2,91.5,1.0,9.68,9.68,0.29,0.16,1.59,2.72,1.34
1099,Kenji Blackwood,floor_general,0,48.5,53.6,60.4,89.4,84.4,51.8,1.04,11.56,12.02,0.15,0.55,4.45,1.73,1.75
1100,Yannick Bright,journeyman,0,41.0,58.0,32.7,42.5,53.4,60.9,1.0,8.99,8.99,0.32,0.26,1.58,2.72,2.25
1101,Luka Vantersley,journeyman,0,53.7,49.4,31.9,52.9,43.8,41.4,1.0,7.6,7.6,-0.11,0.32,1.24,3.0,2.97
1102,Kenji Yates,journeyman,0,48.3,54.5,29.0,44.4,57.6,35.5,0.88,7.82,6.89,0.18,0.26,1.64,1.88,2.41
1103,Tobias Kimura,elite_defender,0,23.5,63.6,54.0,44.1,90.8,83.7,1.0,12.0,12.0,0.39,0.28,1.05,5.03,1.16
1104,Nolan Graves,volume_trap,1,92.6,38.3,47.0,35.2,39.8,27.0,1.0,3.53,3.53,-1.22,0.76,1.92,1.12,4.77
1105,Felix Fontaine,elite_defender,0,20.8,56.3,41.9,25.2,72.8,83.9,0.96,9.76,9.37,0.15,0.2,1.02,3.49,1.3
1106,Dante Quill,two_way_wing,0,56.3,54.1,63.4,36.0,62.5,77.8,1.0,9.49,9.49,0.21,0.66,1.37,3.29,2.55
1107,Theo Bright,two_way_wing,0,48.0,51.3,47.6,39.6,71.8,82.7,1.0,9.61,9.61,0.02,0.43,1.49,3.45,2.05
1108,Theo Umberto,journeyman,0,30.5,42.4,43.6,43.6,58.8,37.3,0.76,7.98,6.07,-0.32,0.27,1.04,2.8,1.78
1109,Elias Lockhart,volume_trap,1,87.3,26.1,36.1,48.8,34.9,34.6,1.0,2.33,2.33,-2.28,0.55,2.56,1.3,4.76
1110,Amari Marsh,two_way_wing,0,49.0,59.0,52.2,52.3,64.4,68.1,1.0,10.08,10.08,0.44,0.48,1.9,2.96,2.26
1111,Dante Kimura,floor_general,0,46.3,50.7,53.0,92.1,87.6,56.9,1.0,11.54,11.54,-0.01,0.47,4.58,1.86,1.63
1112,Kwame Dupree,journeyman,0,50.0,53.0,28.5,51.0,60.5,49.6,1.0,8.79,8.79,0.1,0.27,1.2,3.39,2.39
1113,Emeka Slater,rim_protector,0,31.9,66.5,19.6,20.1,74.0,88.9,1.0,11.4,11.4,0.59,0.13,0.55,5.28,1.58
1114,Deshawn Calloway,efficient_star,0,74.4,74.0,55.6,55.3,61.8,45.6,1.0,11.39,11.39,1.83,0.73,2.86,1.58,3.15
1115,Kwame Tolliver,journeyman,0,47.9,50.1,27.7,45.5,49.9,51.6,1.0,8.3,8.3,-0.06,0.25,1.08,3.49,2.58
1116,Evan Rowan,journeyman,0,54.7,42.8,51.9,35.1,46.1,38.5,1.0,6.42,6.42,-0.49,0.52,1.92,1.4,2.95
1117,Isaiah Whitehall,floor_general,0,39.0,52.5,63.0,88.1,90.8,48.5,1.0,11.51,11.51,0.08,0.48,4.39,1.65,1.43
1118,Imani Beckett,elite_defender,0,33.0,70.2,31.0,28.4,91.6,85.9,0.92,10.92,10.05,0.76,0.21,1.12,3.56,1.31
1119,Gustavo Thorne,rim_protector,0,34.2,65.4,8.4,17.7,64.2,78.5,1.0,10.48,10.48,0.58,0.06,0.5,4.78,1.81
1120,Jonas Beckett,journeyman,0,39.3,39.0,51.6,25.1,54.3,51.2,0.66,7.01,4.62,-0.55,0.4,1.01,2.4,2.17
1121,Dmitri Kovac,journeyman,0,42.4,45.8,41.9,53.9,60.4,61.0,1.0,9.19,9.19,-0.26,0.34,1.26,3.94,2.15
1122,Reggie Youngblood,journeyman,0,39.9,46.0,35.1,33.3,66.5,63.3,0.88,7.97,7.02,-0.24,0.27,1.83,2.02,1.94
1123,Yusuf Boykin,journeyman,0,34.2,54.6,25.7,25.0,50.2,56.6,0.88,8.05,7.08,0.14,0.18,1.01,2.58,2.06
1124,Luka Fairbanks,journeyman,0,48.2,52.0,55.3,25.0,49.0,38.7,1.0,7.8,7.8,0.06,0.5,0.65,2.87,2.62
1125,Otis Dupree,volume_trap,1,87.8,32.6,43.3,36.4,40.5,22.2,1.0,2.8,2.8,-1.69,0.66,1.97,1.0,4.53
1126,Dmitri Ibarra,efficient_star,0,71.2,76.2,64.3,62.8,62.0,65.5,1.0,12.49,12.49,1.93,0.82,2.25,2.88,3.04
1127,Pierce Zamora,journeyman,0,34.8,38.2,44.7,39.0,45.4,39.6,0.92,7.34,6.75,-0.53,0.31,0.94,2.91,2.16
1128,Gustavo Hail,two_way_wing,0,55.5,66.3,62.4,45.4,59.5,83.2,1.04,11.08,11.52,0.95,0.64,1.68,3.47,2.6
1129,Goran Oakes,young_riser,0,43.0,54.0,54.3,55.8,63.2,47.1,1.08,9.36,10.11,0.15,0.45,2.88,1.62,2.11
1130,Tobias Slater,elite_defender,0,34.5,72.3,52.8,40.1,78.3,89.2,1.0,12.69,12.69,0.89,0.36,0.97,5.29,1.57
1131,Trey Westbrook-Reyes,young_riser,0,43.6,58.5,57.7,56.5,63.2,67.2,1.08,10.29,11.12,0.38,0.48,2.92,2.12,2.13
1132,Mateo Pemberton,rim_protector,0,31.9,59.6,23.0,32.4,65.9,89.6,0.92,11.17,10.28,0.33,0.15,0.81,5.32,1.71
1133,Amari Bellamy,elite_defender,0,23.1,69.5,39.6,30.8,87.9,95.0,1.0,11.1,11.1,0.56,0.2,1.2,3.86,1.19
1134,Kenji Whitfield,two_way_wing,0,54.3,65.0,57.7,40.5,61.1,73.3,1.0,10.42,10.42,0.85,0.58,1.52,3.14,2.52
1135,Scottie Graves,aging_legend,1,68.8,63.7,51.3,58.8,61.2,55.9,0.42,10.39,4.37,0.94,0.63,3.02,1.84,2.99
1136,Lorenzo North,floor_general,0,42.8,48.9,61.0,80.6,88.1,58.6,1.0,11.04,11.04,-0.1,0.5,4.04,1.9,1.56
1137,Anton Lockhart,journeyman,0,53.8,38.8,42.6,55.5,68.0,55.4,1.0,8.16,8.16,-0.73,0.42,1.29,3.67,2.31
1138,Isaiah Vann,journeyman,0,32.7,45.1,49.1,55.7,44.7,49.5,1.0,8.42,8.42,-0.23,0.32,2.01,2.34,2.09
1139,Bogdan Fairbanks,elite_defender,0,27.7,71.8,42.1,28.9,81.7,93.6,0.92,12.43,11.43,0.72,0.25,0.73,5.5,1.36
1140,Quentin Ellington,efficient_star,0,71.3,83.6,78.5,52.4,72.7,49.8,1.0,13.38,13.38,2.51,1.0,2.73,1.68,2.65
1141,Bryce Vantersley,elite_defender,0,19.8,64.6,47.6,32.4,79.0,87.4,0.96,10.6,10.17,0.38,0.22,1.25,3.61,1.22
1142,Dante Dawes,two_way_wing,0,55.2,57.2,48.2,39.4,68.6,84.7,1.0,10.06,10.06,0.38,0.49,1.48,3.52,2.34
1143,Malik Everhart,journeyman,0,50.0,40.1,37.4,53.0,66.0,54.7,1.0,8.2,8.2,-0.61,0.35,1.24,3.64,2.25
1144,Deshawn Bellamy,two_way_wing,0,45.4,52.8,63.3,37.9,60.7,69.6,1.0,9.24,9.24,0.1,0.55,1.43,3.01,2.24
1145,Luka Irons,journeyman,0,55.5,48.4,48.8,39.3,64.3,62.7,1.04,8.2,8.53,-0.15,0.5,2.11,2.01,2.47
1146,Kobie Navarro,floor_general,0,53.5,48.7,40.5,78.6,78.0,55.4,1.0,10.16,10.16,-0.14,0.4,3.95,1.82,2.03
1147,Lorenzo Langford,journeyman,0,51.8,47.5,42.3,54.9,55.8,37.6,1.0,7.85,7.85,-0.2,0.41,1.28,2.82,2.58
1148,Franz Zell,two_way_wing,0,56.7,53.3,68.6,36.9,62.7,82.5,1.0,9.69,9.69,0.16,0.71,1.4,3.44,2.55
1149,Miles Ibarra,journeyman,0,58.5,45.2,34.3,59.5,41.8,42.2,1.0,7.16,7.16,-0.38,0.37,1.38,3.04,3.23
1150,DeMarcus Castellanos,rim_protector,0,23.0,73.3,22.2,28.5,71.8,93.5,1.04,12.11,12.59,0.67,0.11,0.72,5.5,1.37
1151,Amari Flowers,floor_general,0,51.7,62.0,55.1,79.7,76.8,57.1,0.88,11.73,10.32,0.64,0.53,4.0,1.87,2.02
1152,Malik Marsh,elite_defender,0,26.0,56.2,48.6,41.9,91.5,93.7,1.0,10.53,10.53,0.18,0.27,2.23,2.78,1.19
1153,Idris Fontaine,elite_defender,0,19.6,59.6,47.8,35.1,78.0,82.3,1.0,10.28,10.28,0.23,0.22,1.34,3.44,1.22
1154,Omar Godfrey,two_way_wing,0,56.4,66.6,53.7,54.7,62.4,72.5,0.96,10.99,10.55,0.97,0.56,1.98,3.11,2.55
1155,Fabian Yates,floor_general,0,37.2,61.9,53.8,94.3,81.6,41.2,1.0,11.98,11.98,0.48,0.39,4.68,1.47,1.57
1156,Yannick Kessler,young_riser,0,57.7,45.1,42.1,59.0,46.5,64.3,1.12,8.52,9.54,-0.37,0.45,1.36,4.1,3.06
1157,Omar North,journeyman,0,50.2,43.6,58.6,27.3,41.3,50.2,0.92,7.46,6.87,-0.4,0.55,0.7,3.42,2.89
1158,Franz Marsh,journeyman,0,35.3,52.5,46.5,42.4,66.8,46.7,0.88,8.69,7.65,0.06,0.33,2.26,1.61,1.8
1159,Chandler Delacroix,elite_defender,0,25.1,71.8,54.9,29.5,86.9,90.1,1.0,11.18,11.18,0.68,0.3,1.16,3.7,1.24
1160,Miles Xiong,journeyman,0,58.5,57.3,32.9,48.1,49.5,64.6,0.96,9.44,9.06,0.39,0.35,1.13,4.11,3.0
1161,Jalen Whitehall,efficient_star,0,70.1,73.9,46.4,57.4,74.9,63.3,1.0,12.12,12.12,1.72,0.58,2.96,2.02,2.54
1162,Darius Irons,two_way_wing,0,60.5,59.7,59.5,42.1,57.3,74.8,0.92,9.9,9.11,0.59,0.66,1.57,3.19,2.84
1163,Quincy Youngblood,young_riser,0,43.4,46.7,49.0,64.0,68.4,46.6,1.12,9.03,10.12,-0.21,0.41,1.47,3.25,2.0
1164,Theo Pemberton,efficient_star,0,82.6,72.9,56.6,53.3,63.4,56.5,1.0,11.66,11.66,1.92,0.82,2.77,1.85,3.34
1165,Omar Kovac,sharpshooter,0,49.7,61.7,89.0,38.0,63.1,46.3,0.92,9.67,8.9,0.62,0.83,1.44,2.23,2.32
1166,Miles Whitehall,floor_general,0,44.2,48.0,55.0,83.7,89.8,57.2,1.0,11.02,11.02,-0.14,0.46,4.19,1.87,1.54
1167,Nico Ambrose,journeyman,0,34.5,53.4,35.1,26.8,63.2,45.2,1.0,8.57,8.57,0.1,0.24,0.69,3.18,1.84
1168,Victor Zell,elite_defender,0,32.0,66.0,50.5,25.1,72.6,85.6,1.0,10.42,10.42,0.59,0.33,1.01,3.55,1.6
1169,Aaron Colter,floor_general,0,36.2,50.7,52.7,88.9,89.8,53.3,0.88,11.4,10.03,-0.01,0.38,4.43,1.77,1.4
1170,Tobias Beckett,elite_defender,0,18.5,61.6,27.1,27.9,85.0,84.5,1.0,11.28,11.28,0.27,0.12,0.71,5.07,1.13
1171,Jaxon Oakes,two_way_wing,0,50.2,67.4,63.0,52.3,67.9,84.8,1.0,11.65,11.65,0.93,0.59,1.9,3.52,2.21
1172,Chandler Youngblood,rim_protector,0,24.3,65.0,17.5,33.9,68.2,79.6,1.0,11.06,11.06,0.43,0.09,0.84,4.83,1.45
1173,Idris Hail,elite_defender,0,31.7,61.0,51.0,37.3,86.3,86.6,0.88,10.39,9.15,0.39,0.33,2.02,2.6,1.38
1174,Devon Kovac,efficient_star,0,78.7,87.7,64.8,66.2,76.3,65.5,1.0,14.89,14.89,3.07,0.9,2.36,2.88,2.7
1175,Sergei Mabry,journeyman,0,37.8,41.7,58.1,56.6,51.9,36.5,1.0,7.96,7.96,-0.4,0.43,1.31,2.77,2.16
